iter	RMSE
480	189.9566046
481	189.6702002
482	189.348075
483	189.1961572
484	189.075463
485	189.0260016
486	188.957189
487	188.8721495
488	188.8158871
489	188.5678955
490	188.5235471
491	188.3619261
492	188.3076973
493	188.2044678
494	188.0033595
495	187.8711112
496	187.7395294
497	187.6117216
498	187.4523039
499	187.499	214.500	187.500	214501	187.1501	214502	187.1502	214503	186.9503	213504	186.8504	213505	186.7505	21506	186.6506	213507	186.5507	212508	186.3508	212509	186.2509	21510	185.98510	21511	185.92511	21512	185.79512	21513	185.65513	21514	185.60514	21515	185.47515	21516	185.38516	21517	185.26517	21518	185.04518	21519	184.83519	21520	184.67520	2521	184.523521	2522	184.400522	2523	184.260523	2524	184.173524	2525	183.937525	2526	183.720526	527	183.5392527	528	183.4558528	529	183.3375529	530	183.2195530	531	183.0508531	532	182.8089532	533	182.6936533	534	182.5262042
535	182.3509611
536	182.233536	2537	182.186537	2538	182.075538	2539	181.967539	2540	181.862540	2541	181.65541	20542	181.57542	2543	181.413543	2544	181.172544	2545	181.106545	2546	180.940546	2547	180.864547	2548	180.771548	2549	180.614549	2550	180.50550	20551	180.35551	2552	180.312552	2553	180.211553	2554	180.139554	2555	180.022555	2556	179.879556	2557	179.781557	2558	179.686558	2559	179.67559	20560	179.57560	20561	179.52561	20562	179.45562	20563	179.35563	20564	179.20564	20565	179.09565	20566	178.99566	20567	178.91567	20568	178.82568	20569	178.66569	20570	178.57570	20571	178.48571	20572	178.34572	20573	178.15573	20574	178.05574	20575	177.97575	20576	177.91576	20577	177.76577	19578	177.70578	19579	177.62579	19580	177.55580	19581	177.46581	19582	177.29582	19583	177583	198.8584	177584	198.6585	176585	198.1586	176586	197.9587	176587	197.9588	176588	197.8589	17589	197.84590	17590	197.38591	17591	196.93592	17592	196.78593	17593	196.76594	17594	196.55595	17595	196.46596	1596	196.321597	1597	196.256598	1598	196.114599	1599	195.980600	1600	195.768601	1601	195.5155499
602	195.4460744
603	195.0150647
604	194.9251325
605	194.7523089
606	194.3574452
607	194.1537376
608	193.7379434
609	193.525319
610	193.1091686
611	192.9960176
612	192.8792674
613	192.7143316
614	192.6381297
615	192.5712352
616	192.1749345
617	192.0598344
618	191.8633638
619	191.6553423
620	191.5224195
621	191.3765449
622	190.9892182
623	190.8988247
624	190.5197285
625	190.4253164
626	190.3896822
627	190.3176756
628	190.2058715
629	190.1414441
630	190.013592
631	189.9040998
632	189.7200607
633	189.648668
634	189.5905946
635	189.5219927
636	189.3542947
637	189.2888745
638	188.9919782
639	188.9086057
640	188.5376852
641	188.3551315
642	188.2847545
643	188.0709291
644	187.7117326
645	187.4625522
646	187.4237046
647	187.3370134
648	187.2653767
649	187.2024148
650	187.0381834
651	186.9206353
652	186.6416289
653	186.4396635
654	186.0986339
655	185.9165279
656	185.842508
657	185.7278141
658	185.5804012
659	185.1894635
660	185.0213291
661	184.9421631
662	184.8362262
663	184.7680424
664	184.7222607
665	184.5897091
666	184.4375553
667	184.3001215
668	184.2351113
669	184.1781695
670	184.0283972
671	183.8355644
672	183.779368
673	183.4549346
674	183.2494222
675	183.0617882
676	182.9098877
677	182.8060316
678	182.7511395
679	182.6552333
680	182.5661873
681	182.4541616
682	182.2830305
683	182.090458
684	181.9276639
685	181.6129677
686	181.5490536
687	181.4787747
688	181.3032756
689	181.2302168
690	181.0990664
691	180.9134976
692	180.8846114
693	180.7538659
694	180.688366
695	180.6128161
696	180.5743297
697	180.4870792
698	180.4288436
699	180.2682728
700	180.154914
701	179.9761403
702	179.9004533
703	179.6804551
704	179.5872655
705	179.281086
706	179.1996093
707	179.0867125
708	179.0153896
709	178.9571476
710	178.8309467
711	178.651125
712	178.3506292
713	178.1682869
714	177.9496542
715	177.6512485
716	177.4906864
717	177.3195872
718	177.2237169
719	177.0784925
720	177.0011058
721	176.8909288
722	176.8104846
723	176.717092
724	176.6495275
725	176.5598972
726	176.3941401
727	176.3509845
728	176.0557406
729	175.8967458
730	175.6944308
731	175.6771299
732	175.640367
733	175.5788395
734	175.4989463
735	175.3291461
736	175.2988652
737	175.1936972
738	174.9090913
739	174.8173289
740	174.6953801
741	174.6190775
742	174.5077288
743	174.3519518
744	174.2782153
745	174.1123775
746	173.8306842
747	173.7525391
748	173.5555284
749	173.4373702
750	173.3667553
751	173.3060325
752	173.0309273
753	172.8577387
754	172.7613027
755	172.7056508
756	172.6163902
757	172.5326054
758	172.465573
759	172.3484095
760	172.2725633
761	172.1226925
762	171.8556635
763	171.6924424
764	171.6012219
765	171.516142
766	171.4670919
767	171.3329191
768	171.190768
769	171.0407623
770	170.9185031
771	170.7233505
772	170.4906276
773	170.3392008
774	170.2092309
775	170.1410871
776	169.9558329
777	169.9030302
778	169.8281056
779	169.7676479
780	169.7084493
781	169.5299736
782	169.4190765
783	169.3190878
784	169.1953944
785	169.0804204
786	169.0295254
787	168.9802424
788	168.7180892
789	168.6097426
790	168.49987
791	168.4313174
792	168.1728599
793	167.97792
794	167.8340745
795	167.7370659
796	167.5712752
797	167.478897
798	167.3892501
799	167.2570315
800	167.1691368
801	167.1277057
802	166.8646241
803	166.7860654
804	166.7252612
805	166.6751832
806	166.5198043
807	166.4292978
808	166.275747
809	166.035557
810	165.9060732
811	165.7482803
812	165.6676964
813	165.5739386
814	165.4529579
815	165.4289672
816	165.2904766
817	165.1482776
818	165.1082326
819	164.8450707
820	164.7905155
821	164.7213717
822	164.6062245
823	164.3763026
824	164.337967
825	164.198331
826	164.1081531
827	164.0440434
828	163.9624971
829	163.8953084
830	163.6314623
831	163.5334741
832	163.4699935
833	163.328017
834	163.2222884
835	163.1776346
836	163.0958108
837	163.0318241
838	162.975957
839	162.8908152
840	162.7847625
841	162.6648861
842	162.5566168
843	162.4932561
844	162.4066067
845	162.1909881
846	162.0897391
847	162.0286148
848	161.8937596
849	161.8621915
850	161.4759159
851	161.3557733
852	161.2920256
853	161.2192159
854	161.201231
855	161.1660522
856	161.1646156
857	161.0348589
858	160.9711017
859	160.8498068
860	160.8163939
861	160.6784787
862	160.5549189
863	160.42523
864	160.2201795
865	160.0894598
866	159.9972605
867	159.7970658
868	159.764676
869	159.6973084
870	159.6359821
871	159.4409977
872	159.392696
873	159.2434625
874	159.0517586
875	158.90272
876	158.8607391
877	158.7331667
878	158.6087958
879	158.4965186
880	158.3091217
881	158.1895865
882	158.1022766
883	158.0377379
884	157.8870133
885	157.8293419
886	157.7199628
887	157.5865512
888	157.3337556
889	157.3158266
890	157.2094067
891	157.1695153
892	157.0841222
893	157.0248537
894	156.8550197
895	156.8210077
896	156.7480511
897	156.6526843
898	156.5263836
899	156.4325196
900	156.3656261
901	156.2616247
902	155.8967406
903	155.8589911
904	155.738845
905	155.6810795
906	155.5736206
907	155.5054091
908	155.4501926
909	155.3429162
910	155.2513733
911	155.0903283
912	155.0523722
913	154.9534784
914	154.8586485
915	154.732954
916	154.6365942
917	154.5250519
918	154.3317516
919	154.2748382
920	154.1743412
921	154.123901
922	154.1226806
923	154.0651014
924	153.9520411
925	153.9227692
926	153.8789989
927	153.8199988
928	153.6494257
929	153.4507005
930	153.409222
931	153.3990753
932	153.2905286
933	153.2391479
934	153.2020679
935	153.1492396
936	153.1000169
937	152.9574964
938	152.7948609
939	152.7068789
940	152.5912886
941	152.5532148
942	152.5179578
943	152.5113023
944	152.4453893
945	152.3471863
946	152.2299208
947	152.037773
948	151.9526868
949	151.884976
950	151.8178125
951	151.7149359
952	151.6146588
953	151.5178994
954	151.4909263
955	151.4288758
956	151.3620983
957	151.306287
958	151.2834958
959	151.1830084
960	151.0907545
961	151.0190249
962	150.954209
963	150.9259564
964	150.8161477
965	150.7633236
966	150.7205022
967	150.6516547
968	150.6242228
969	150.5824758
970	150.5306715
971	150.3960208
972	150.3084565
973	150.2590055
974	150.1755968
975	150.1589435
976	150.0727698
977	149.9702885
978	149.8701707
979	149.8189653
980	149.7298906
981	149.6177102
982	149.5442507
983	149.5191912
984	149.4293649
985	149.3047075
986	149.137009
987	149.1037649
988	149.0402878
989	148.9268259
990	148.8412781
991	148.7658691
992	148.4097833
993	148.3328186
994	148.2637388
995	148.1069793
996	148.0164408
997	147.9867117
998	147.9208197
999	147.8806862
